,instance,ilp,cp
0,1,0.792571429,0.792571429
1,2,0.977936508,0.977936508
2,3,0.225555556,0.225555556
3,4,0.492380952,0.492380952
4,5,0.308648057,0.308648057
5,6,0.976507937,0.976507937
6,7,0.992867958,0.992867958
7,8,0.990427764,0.990427764
8,9,0.802674772,0.802674772
9,10,0.696533333,0.696533333
10,11,0.97168254,0.97168254
11,12,0.600571429,0.600571429
12,13,0.876413236,0.876413236
13,14,0.875887125,0.875887125
14,15,0.597142857,0.597142857
15,16,0.983417367,0.983417367
16,17,0.136706349,0.136706349
17,18,0.97965368,0.97965368
18,19,0.230933333,0.230933333
19,20,0.498593823,0.498593823
20,21,0.593088435,0.593088435
21,22,0.923936508,0.923936508
22,23,0.97311419,0.97311419
23,24,0.786380952,0.786380952
24,25,0.666308123,0.666308123
25,26,0.970285714,0.971301587
26,27,0.983245565,0.983245565
27,28,0.51924437,0.51924437
28,29,0.534947186,0.534538528
29,30,0.970615117,0.970615117
30,31,0.597079365,0.597079365
31,32,0.338666667,0.338666667
32,33,0.298673854,0.298673854
33,34,0.939289735,0.940022857
34,35,0.251511805,0.251511805
35,36,0.965333333,0.965333333
36,37,0.993798095,0.993798095
37,38,0.565968645,0.566090549
38,39,0.833846176,0.833846176
39,40,0.414802051,0.414802051
40,41,0.961986395,0.961986395
41,42,0.975936508,0.976507937
42,43,0.965333333,0.965333333
43,44,0.964865397,0.964865397
44,45,0.977181856,0.977262413
45,46,0.859949206,0.859301587
46,47,0.974051027,0.973608732
47,48,0.639999378,0.525357279
48,49,0.970460952,0.970567619
49,50,0.725873016,0.651380952
50,51,0.970530612,0.970657596
51,52,0.914920635,0.916126984
52,53,0.892825397,0.892825397
53,54,0.958730159,0.958730159
54,55,0.984676385,0.984723032
55,56,0.869079365,0.869396825
56,57,0.728533333,0.655961905
57,58,0.865570216,0.884354632
58,59,0.894285714,0.893960317
59,60,0.809835498,0.810665705
60,61,0.962666667,0.961435374
61,62,-1.0,0.974239173
62,63,-1.0,0.875888408
63,64,-1.0,0.970458153
64,65,-1.0,0.68775332
65,66,-1.0,0.984253968
66,67,-1.0,0.731111111
67,68,-1.0,0.98324422
68,69,-1.0,0.877852601
69,70,0.921284689,0.830455385
70,71,-1.0,0.965047619
71,72,-1.0,0.962730159
72,73,-1.0,0.564825397
73,74,-1.0,0.97768254
74,75,0.94053296,0.94053296
75,76,0.97384127,0.973746032
76,77,-1.0,0.932571429
77,78,-1.0,0.411777778
78,79,-1.0,0.977972867
79,80,-1.0,0.548582857
0,109,-1.0,0.8695047619047619
1,118,-1.0,0.9649396825396824
2,119,-1.0,0.9269714285714286
3,120,-1.0,-1.0
4,81,-1.0,0.672952380952381
5,82,-1.0,0.9220825396825396
6,83,-1.0,0.8530412698412698
7,84,-1.0,0.9801606950026388
8,85,-1.0,0.9516444444444444
9,86,-1.0,-1.0
10,87,-1.0,0.9120507936507936
11,110,-1.0,0.9774316765498652
12,88,-1.0,0.9731640784747168
13,89,-1.0,0.9589333333333332
14,90,-1.0,-1.0
15,91,-1.0,0.963263492063492
16,92,-1.0,0.9268224876572704
17,93,-1.0,0.8562031746031746
18,94,-1.0,0.8100164353741497
19,95,-1.0,0.9729532366405682
20,96,-1.0,0.9773333333333334
21,97,-1.0,0.8381587301587302
22,111,-1.0,0.9819966386554622
23,98,-1.0,0.9870989597069596
24,99,-1.0,-1.0
25,100,-1.0,-1.0
26,101,-1.0,0.8272698412698413
27,102,-1.0,0.9594040816326532
28,103,-1.0,0.9591345658263304
29,104,-1.0,0.5814920634920635
30,105,-1.0,0.980095238095238
31,106,-1.0,0.9694666666666668
32,107,-1.0,0.9858849523809524
33,112,-1.0,0.5238285714285714
34,108,-1.0,-1.0
35,113,-1.0,0.9847301587301588
36,114,-1.0,0.5923936507936508
37,115,-1.0,0.9788571428571428
38,116,-1.0,0.8497333333333333
39,117,-1.0,0.9477714285714286
