,instance,time_seconds_mean,total_cost_mean,time_seconds_min,total_cost_min
0,1,58.546287500000005,0.7925714285714286,33.3392,0.7925714285714286
1,2,62.9120875,0.9779365079365079,50.8264,0.9779365079365079
2,3,52.72115,0.22555555555555556,32.4826,0.22555555555555556
3,4,22.9881,0.49238095238095236,13.3195,0.49238095238095236
4,5,19.677622222222222,0.308648056923919,12.3626,0.308648056923919
5,6,49.2835125,0.9765079365079365,33.9407,0.9765079365079365
6,7,111.74938750000001,0.9928679583449214,77.4319,0.9928679583449214
7,8,67.1680875,0.9904277643260694,56.8084,0.9904277643260694
8,9,90.131775,0.8026747720364742,70.4447,0.8026747720364742
9,10,22.822,0.6965333333333333,12.9841,0.6965333333333333
10,11,30.18855,0.9716825396825397,24.0664,0.9716825396825397
11,12,54.197275,0.6005714285714285,32.1488,0.6005714285714285
12,13,23.120025,0.8787121065375303,13.549,0.8764132364810331
13,14,26.785825,0.8765044091710759,15.3068,0.8758871252204585
14,15,26.630577777777777,0.5971428571428572,20.24,0.5971428571428572
15,16,48.17185,0.9834173669467787,32.4098,0.9834173669467787
16,17,45.495075,0.22415088383838383,29.3116,0.223997113997114
17,18,48.5525125,0.9796536796536797,31.7632,0.9796536796536797
18,19,58.1950375,0.23093809523809522,32.1212,0.23093333333333332
19,20,23.9144875,0.4985938226222166,14.7724,0.4985938226222166
20,21,45.947,0.5930884353741497,30.1095,0.5930884353741497
21,22,35.63415555555556,0.9239365079365078,27.6317,0.923936507936508
22,23,43.9225375,0.9731801242236024,29.0021,0.9731141901576684
23,24,43.91735,0.7863809523809524,34.0551,0.7863809523809524
24,25,44.0015125,0.6899281045751634,27.0322,0.6663081232492997
25,26,43.850477777777776,0.9702857142857143,30.1454,0.9702857142857143
26,27,44.11602222222223,0.9832455648926237,31.1688,0.9832455648926237
27,28,46.870066666666666,0.5314133333333333,28.4436,0.5192443697478991
28,29,62.655855555555554,0.5345569985569986,30.4763,0.5345385281385281
29,30,38.77756666666667,0.9706151165146911,25.3943,0.970615116514691
30,31,49.1913375,0.5971111111111111,28.7141,0.5970793650793651
31,32,49.547755555555554,0.33866666666666667,31.2798,0.33866666666666667
32,33,43.3711625,0.3010071877807727,28.6099,0.2990188679245283
33,34,46.4526375,0.9398992592592592,35.6244,0.9398992592592592
34,35,35.8394125,0.28725335848625166,21.3182,0.2862603327045104
35,36,54.711644444444445,0.9653333333333334,38.6173,0.9653333333333334
36,37,79.4783875,0.9937980952380953,61.1812,0.9937980952380953
37,38,38.98305555555555,0.586721628001628,25.0634,0.5664750183150183
38,39,46.4945875,0.8338461760461761,33.322,0.8338461760461761
39,40,37.1269875,0.43797978021978023,23.0163,0.4148020512820513
40,41,66.86898888888888,0.961986394557823,49.6475,0.9619863945578231
41,42,96.87691111111111,0.9759365079365081,76.5644,0.975936507936508
42,43,71.06487777777778,0.9653333333333334,56.2458,0.9653333333333334
43,44,61.0207875,0.9648653968253968,47.1012,0.9648653968253968
