,instance,time_seconds_mean,total_cost_mean,time_seconds_min,total_cost_min
0,1,53.314139999999995,0.7559451705451068,36.3869,0.7559451705451068
1,2,56.016690000000004,0.6567170175156677,36.0799,0.6567170175156677
2,3,89.72252999999999,0.7351775755796889,38.5546,0.7351775755796889
3,4,24.89533,0.40136161298769313,19.6404,0.40136161298769313
4,5,22.28931,0.42470390306044487,14.3148,0.42470390306044487
5,6,45.498090000000005,0.6303251697880222,29.5889,0.6303251697880222
6,7,106.02086,0.9999029450266427,83.8744,0.9999029450266428
7,8,47.42487,0.8281850508834008,28.7939,0.8281850508834008
8,9,94.95516,0.8831897324185217,71.4902,0.8831897324185217
9,10,18.27362,0.6212885698755256,12.5999,0.6212885698755256
10,11,31.53358,0.5333515209384804,20.6514,0.5333515209384804
11,12,32.71535,0.4572004643489949,18.4481,0.4572004643489949
12,13,26.028499999999998,0.45769857274384307,15.6238,0.4576985727438431
13,14,45.19584999999999,0.3779694695433858,34.8732,0.359787636104883
14,15,22.289949999999997,0.4868449858005509,13.9147,0.48684498580055097
15,16,41.90978,0.6718649498928637,32.1723,0.6718649498928637
16,17,46.298320000000004,0.6010289052409096,36.0204,0.6010289052409096
17,18,38.74722,0.5996238083390975,23.291,0.5996238083390975
18,19,62.83564,0.8326163220690489,45.18,0.8326163220690489
19,20,23.250970000000002,0.42464757900700817,13.2102,0.42464757900700817
20,21,42.058139999999995,0.5576304255799964,27.2968,0.5576304255799964
21,22,43.84096,0.28411110002918244,34.1376,0.28411110002918244
22,23,41.673019999999994,0.49919514448091656,27.4953,0.49919514448091656
23,24,41.130219999999994,0.5576721266047839,32.1914,0.5539744795539633
24,25,39.038509999999995,0.2790645519992974,24.1271,0.2790645519992974
25,26,40.275729999999996,0.5248887965522935,23.9156,0.4838402079704239
26,27,46.01451,0.6613435574880872,29.8293,0.6613435574880872
27,28,53.01624,0.46483977113247726,32.2864,0.4648397711324772
28,29,50.305220000000006,0.8490281512021625,29.6314,0.8490281512021625
29,30,43.610220000000005,0.4427926861590638,26.6973,0.44279268615906386
30,31,39.30802,0.5112612515193066,26.0751,0.5112612515193066
31,32,42.19739,0.6405067678815924,25.752,0.6405067678815924
32,33,39.90592,0.43345659832591343,23.951,0.4212795382966566
33,34,42.26049,0.5618860430622725,27.4889,0.5618860430622725
34,35,32.08364,0.2656427091178039,20.2414,0.25352772109907806
35,36,50.77028,0.32032620549049357,32.0088,0.32032620549049357
36,37,55.72369,0.8980520346779535,41.8478,0.8980520346779535
37,38,38.79571,0.6953841565249138,23.896,0.6953841565249138
38,39,38.432190000000006,0.795184633140634,27.3565,0.795184633140634
39,40,36.43844,0.6894428804526287,21.9542,0.6894428804526287
40,41,70.0351,0.24195353119975702,52.3449,0.2413265711964788
41,42,94.01048,0.6252033001880823,58.3888,0.6209927719538688
42,43,66.54335,0.296115399351093,45.4385,0.296115399351093
43,44,62.56855,0.29931255275433216,47.0409,0.29931255275433216
44,45,84.55136999999999,0.6297315061132748,55.164,0.6210628581170967
45,46,82.41393000000001,0.5386333444179154,46.5864,0.5386333444179154
46,47,70.18579,0.5525298446329161,55.8451,0.5321886930925076
47,48,87.04717000000001,0.6367331522529797,53.793,0.6322452354497566
48,49,67.8351,0.39412442762977457,43.5866,0.39163146420433265
49,50,61.862170000000006,0.4549966258360283,45.1723,0.42854431121900294
50,51,77.29976,0.4676952166644536,51.5945,0.4676952166644536
51,52,61.96993,0.44663028227344537,43.6626,0.4447920461017506
52,53,70.27982,0.3961446019827789,47.4862,0.3909423709971873
