,instance_name,damodaran_min,damodaran_mean,DA_time
418,20J_10p_5m_50%_5s-4.dzn,34,35.5,0.27077317237854
419,20J_10p_5m_50%_5s-5.dzn,56,56.0,0.2697983185450235
420,20J_30p_3m_10%_20s-1.dzn,58,63.333333333333336,0.26563425858815504
421,20J_30p_3m_10%_20s-2.dzn,77,82.0,0.3177824020385742
422,20J_30p_3m_10%_20s-3.dzn,77,78.33333333333333,0.28848663965860993
423,20J_30p_3m_10%_20s-4.dzn,65,68.33333333333333,0.2987466653188069
424,20J_30p_3m_10%_20s-5.dzn,92,95.83333333333333,0.3118956089019775
425,20J_30p_3m_10%_5s-1.dzn,52,54.166666666666664,0.2621576786041259
426,20J_30p_3m_10%_5s-2.dzn,47,52.666666666666664,0.25995230674743647
427,20J_30p_3m_10%_5s-3.dzn,45,45.833333333333336,0.2566250960032145
428,20J_30p_3m_10%_5s-4.dzn,52,54.833333333333336,0.2586944500605265
429,20J_30p_3m_10%_5s-5.dzn,42,45.0,0.262322187423706
430,20J_30p_3m_5%_20s-1.dzn,99,101.83333333333333,0.31069016456604
431,20J_30p_3m_5%_20s-2.dzn,75,79.66666666666667,0.2860823074976603
432,20J_30p_3m_5%_20s-3.dzn,71,73.33333333333333,0.2993461688359578
433,20J_30p_3m_5%_20s-4.dzn,87,89.83333333333333,0.2947066227595011
434,20J_30p_3m_5%_20s-5.dzn,49,55.833333333333336,0.28494032224019367
435,20J_30p_3m_5%_5s-1.dzn,38,39.333333333333336,0.2617326577504476
436,20J_30p_3m_5%_5s-2.dzn,41,43.0,0.27056936422983796
437,20J_30p_3m_5%_5s-3.dzn,36,37.0,0.2587894996007283
438,20J_30p_3m_5%_5s-4.dzn,46,46.666666666666664,0.267019510269165
439,20J_30p_3m_5%_5s-5.dzn,43,43.833333333333336,0.2692644993464152
440,20J_30p_3m_50%_20s-1.dzn,120,122.83333333333333,0.31687490145365393
441,20J_30p_3m_50%_20s-2.dzn,182,182.0,0.3074679374694824
442,20J_30p_3m_50%_20s-3.dzn,110,110.0,0.29146170616149897
443,20J_30p_3m_50%_20s-4.dzn,179,179.33333333333334,0.28645980358123774
444,20J_30p_3m_50%_20s-5.dzn,163,165.0,0.2836925188700357
445,20J_30p_3m_50%_5s-1.dzn,131,132.83333333333334,0.25615612665812176
446,20J_30p_3m_50%_5s-2.dzn,188,188.66666666666666,0.2516758441925048
447,20J_30p_3m_50%_5s-3.dzn,149,151.5,0.2568480173746744
448,20J_30p_3m_50%_5s-4.dzn,155,156.16666666666666,0.25037415822347
449,20J_30p_3m_50%_5s-5.dzn,199,200.33333333333334,0.25164330005645746
450,20J_30p_5m_10%_20s-1.dzn,48,51.333333333333336,0.2862246433893839
451,20J_30p_5m_10%_20s-2.dzn,57,60.333333333333336,0.3495328426361084
452,20J_30p_5m_10%_20s-3.dzn,55,57.833333333333336,0.31543934345245356
453,20J_30p_5m_10%_20s-4.dzn,52,53.666666666666664,0.3286321560541788
454,20J_30p_5m_10%_20s-5.dzn,66,68.5,0.3478228251139322
455,20J_30p_5m_10%_5s-1.dzn,52,54.833333333333336,0.2730117241541544
456,20J_30p_5m_10%_5s-2.dzn,46,49.333333333333336,0.27110103766123445
457,20J_30p_5m_10%_5s-3.dzn,45,45.333333333333336,0.26608137289683026
458,20J_30p_5m_10%_5s-4.dzn,52,53.0,0.2669615348180135
459,20J_30p_5m_10%_5s-5.dzn,41,43.666666666666664,0.27108784516652423
460,20J_30p_5m_5%_20s-1.dzn,63,67.66666666666667,0.34326457977294916
