,instance_name,our_sa_min,Jobs,our_sa_mean,SA_time,size
509,50J_10p_3m_50%_5s-5.dzn,133,50,133.0,2.7588540000000004,medium
510,50J_10p_5m_10%_20s-1.dzn,35,50,36.4,2.6540340000000002,medium
511,50J_10p_5m_10%_20s-2.dzn,44,50,45.1,3.2199959999999996,medium
512,50J_10p_5m_10%_20s-3.dzn,41,50,41.2,2.956956,medium
513,50J_10p_5m_10%_20s-4.dzn,44,50,44.7,3.21349,medium
514,50J_10p_5m_10%_20s-5.dzn,45,50,45.4,3.4826360000000003,medium
515,50J_10p_5m_10%_5s-1.dzn,31,50,31.0,2.6461270000000003,medium
516,50J_10p_5m_10%_5s-2.dzn,36,50,36.0,2.519393,medium
517,50J_10p_5m_10%_5s-3.dzn,33,50,33.0,2.288965,medium
518,50J_10p_5m_10%_5s-4.dzn,32,50,32.0,2.480486,medium
519,50J_10p_5m_10%_5s-5.dzn,35,50,35.0,2.6142399999999997,medium
520,50J_10p_5m_5%_20s-1.dzn,37,50,38.0,3.2615809999999996,medium
521,50J_10p_5m_5%_20s-2.dzn,32,50,32.5,2.849144,medium
522,50J_10p_5m_5%_20s-3.dzn,34,50,34.8,3.049116,medium
523,50J_10p_5m_5%_20s-4.dzn,35,50,35.9,3.250258,medium
524,50J_10p_5m_5%_20s-5.dzn,30,50,31.0,2.9981649999999997,medium
525,50J_10p_5m_5%_5s-1.dzn,23,50,23.0,2.312452,medium
526,50J_10p_5m_5%_5s-2.dzn,22,50,22.0,2.4877659999999997,medium
527,50J_10p_5m_5%_5s-3.dzn,25,50,25.0,2.441705,medium
528,50J_10p_5m_5%_5s-4.dzn,23,50,23.0,2.516291,medium
529,50J_10p_5m_5%_5s-5.dzn,23,50,23.0,2.318582,medium
530,50J_10p_5m_50%_20s-1.dzn,129,50,129.0,3.569769,medium
531,50J_10p_5m_50%_20s-2.dzn,140,50,140.0,3.769687,medium
532,50J_10p_5m_50%_20s-3.dzn,131,50,131.0,3.112438,medium
533,50J_10p_5m_50%_20s-4.dzn,156,50,156.0,4.395178,medium
534,50J_10p_5m_50%_20s-5.dzn,138,50,138.0,3.472098,medium
535,50J_10p_5m_50%_5s-1.dzn,167,50,167.0,2.809351,medium
536,50J_10p_5m_50%_5s-2.dzn,122,50,122.0,2.6814530000000003,medium
537,50J_10p_5m_50%_5s-3.dzn,155,50,155.0,3.102681,medium
538,50J_10p_5m_50%_5s-4.dzn,154,50,154.0,2.803567,medium
539,50J_10p_5m_50%_5s-5.dzn,133,50,133.0,2.791047,medium
540,50J_30p_3m_10%_20s-1.dzn,156,50,158.4,2.93358,medium
541,50J_30p_3m_10%_20s-2.dzn,171,50,172.9,3.9174369999999996,medium
542,50J_30p_3m_10%_20s-3.dzn,159,50,161.8,3.4823480000000004,medium
543,50J_30p_3m_10%_20s-4.dzn,158,50,159.5,3.9664860000000006,medium
544,50J_30p_3m_10%_20s-5.dzn,152,50,154.2,3.3270670000000004,medium
545,50J_30p_3m_10%_5s-1.dzn,103,50,103.1,2.4880970000000002,medium
546,50J_30p_3m_10%_5s-2.dzn,115,50,115.0,2.5167650000000004,medium
547,50J_30p_3m_10%_5s-3.dzn,100,50,100.0,2.598454,medium
548,50J_30p_3m_10%_5s-4.dzn,105,50,105.0,2.641712,medium
549,50J_30p_3m_10%_5s-5.dzn,94,50,94.0,2.64803,medium
550,50J_30p_3m_5%_20s-1.dzn,139,50,141.1,3.565495,medium
551,50J_30p_3m_5%_20s-2.dzn,127,50,129.5,2.778764,medium
552,50J_30p_3m_5%_20s-3.dzn,176,50,178.3,3.5656709999999996,medium
553,50J_30p_3m_5%_20s-4.dzn,178,50,180.2,3.599151,medium
554,50J_30p_3m_5%_20s-5.dzn,139,50,143.4,3.162026,medium
555,50J_30p_3m_5%_5s-1.dzn,70,50,74.6,2.4442969999999997,medium
556,50J_30p_3m_5%_5s-2.dzn,58,50,59.6,2.682684,medium
557,50J_30p_3m_5%_5s-3.dzn,70,50,71.5,2.40943,medium
558,50J_30p_3m_5%_5s-4.dzn,70,50,70.0,2.192464,medium
559,50J_30p_3m_5%_5s-5.dzn,66,50,70.9,2.665082,medium
560,50J_30p_3m_50%_20s-1.dzn,441,50,441.0,3.809091,medium
561,50J_30p_3m_50%_20s-2.dzn,374,50,374.0,3.679165,medium
562,50J_30p_3m_50%_20s-3.dzn,351,50,351.0,3.709111,medium
563,50J_30p_3m_50%_20s-4.dzn,371,50,371.0,3.295224,medium
564,50J_30p_3m_50%_20s-5.dzn,379,50,379.0,3.2630250000000003,medium
565,50J_30p_3m_50%_5s-1.dzn,410,50,410.0,3.141707,medium
566,50J_30p_3m_50%_5s-2.dzn,355,50,355.0,2.52285,medium
567,50J_30p_3m_50%_5s-3.dzn,385,50,385.0,3.414632,medium
568,50J_30p_3m_50%_5s-4.dzn,404,50,404.0,2.959346,medium
569,50J_30p_3m_50%_5s-5.dzn,434,50,434.0,2.809157,medium
570,50J_30p_5m_10%_20s-1.dzn,107,50,108.6,3.033671,medium
571,50J_30p_5m_10%_20s-2.dzn,107,50,107.3,3.022595,medium
572,50J_30p_5m_10%_20s-3.dzn,114,50,118.7,3.1282240000000003,medium
573,50J_30p_5m_10%_20s-4.dzn,99,50,101.9,2.8242920000000002,medium
574,50J_30p_5m_10%_20s-5.dzn,104,50,106.4,3.068337,medium
575,50J_30p_5m_10%_5s-1.dzn,102,50,102.0,2.494295,medium
576,50J_30p_5m_10%_5s-2.dzn,115,50,115.0,2.454904,medium
577,50J_30p_5m_10%_5s-3.dzn,100,50,100.0,2.529995,medium
578,50J_30p_5m_10%_5s-4.dzn,105,50,105.0,2.688829,medium
579,50J_30p_5m_10%_5s-5.dzn,93,50,93.0,2.490247,medium
580,50J_30p_5m_5%_20s-1.dzn,89,50,91.1,2.848568,medium
581,50J_30p_5m_5%_20s-2.dzn,82,50,84.0,2.93252,medium
582,50J_30p_5m_5%_20s-3.dzn,112,50,114.4,3.114478,medium
583,50J_30p_5m_5%_20s-4.dzn,112,50,115.4,2.776225,medium
584,50J_30p_5m_5%_20s-5.dzn,89,50,92.0,3.158043,medium
585,50J_30p_5m_5%_5s-1.dzn,64,50,64.0,2.364284,medium
586,50J_30p_5m_5%_5s-2.dzn,55,50,55.0,2.462133,medium
587,50J_30p_5m_5%_5s-3.dzn,70,50,70.0,2.2268809999999997,medium
588,50J_30p_5m_5%_5s-4.dzn,70,50,70.0,2.244205,medium
589,50J_30p_5m_5%_5s-5.dzn,66,50,66.0,2.398866,medium
590,50J_30p_5m_50%_20s-1.dzn,441,50,441.0,3.339483,medium
591,50J_30p_5m_50%_20s-2.dzn,374,50,374.0,3.4372439999999997,medium
592,50J_30p_5m_50%_20s-3.dzn,351,50,351.0,3.8045999999999998,medium
593,50J_30p_5m_50%_20s-4.dzn,369,50,369.0,3.328036,medium
594,50J_30p_5m_50%_20s-5.dzn,379,50,379.0,3.0876080000000004,medium
595,50J_30p_5m_50%_5s-1.dzn,410,50,410.0,3.139372,medium
596,50J_30p_5m_50%_5s-2.dzn,355,50,355.0,2.968882,medium
597,50J_30p_5m_50%_5s-3.dzn,385,50,385.0,2.841129,medium
598,50J_30p_5m_50%_5s-4.dzn,404,50,404.0,2.908047,medium
599,50J_30p_5m_50%_5s-5.dzn,434,50,434.0,2.8539380000000003,medium
