,instance,SA-R,seed,SA-C,instance_size
490,2,0.7016666666666667,46,0.7016666666666667,10 jobs
491,71,0.528,44,0.528,100 jobs
492,111,0.717113725490196,48,0.7169490196078432,500 jobs
493,47,0.6331295938104449,48,0.6421508704061896,50 jobs
494,87,0.49893333333333334,48,0.4936,250 jobs
495,30,0.6079387234042554,48,0.6079387234042554,25 jobs
496,8,0.8694915254237288,44,0.8694915254237288,10 jobs
497,82,0.42346666666666666,49,0.42373333333333335,250 jobs
498,35,0.33113085234093637,49,0.33246578631452584,25 jobs
499,69,0.5556215384615385,42,0.5441692307692307,100 jobs
500,39,0.7305515151515152,50,0.7305515151515152,25 jobs
501,60,0.6445777777777778,50,0.6468767676767677,50 jobs
502,87,0.49573333333333336,42,0.49706666666666666,250 jobs
503,22,0.48533333333333334,46,0.48533333333333334,25 jobs
504,30,0.6079387234042554,42,0.6079387234042554,25 jobs
505,95,0.6865940700808625,46,0.6882242587601078,250 jobs
506,69,0.5533353846153846,48,0.5453753846153846,100 jobs
507,109,0.4417333333333333,44,0.44466666666666665,500 jobs
508,65,0.622812925170068,51,0.6177687074829932,100 jobs
509,82,0.424,43,0.424,250 jobs
510,27,0.7880784313725491,47,0.7880784313725491,25 jobs
511,35,0.31940456182472987,43,0.3212581032412965,25 jobs
512,90,0.5661829019607844,47,0.5663372549019607,250 jobs
513,12,0.576,51,0.576,10 jobs
514,114,0.4851827450980392,43,0.48378196078431374,500 jobs
515,42,0.66,43,0.66,50 jobs
516,50,0.557,47,0.5435,50 jobs
517,106,0.5624,47,0.5613333333333334,500 jobs
518,28,0.47445333333333334,44,0.47445333333333334,25 jobs
519,17,0.45175324675324674,50,0.4603030303030303,10 jobs
520,47,0.6421508704061896,42,0.6331295938104449,50 jobs
521,111,0.7171764705882353,42,0.7176313725490197,500 jobs
522,103,0.6037449411764706,46,0.612928,500 jobs
523,55,0.7631020408163265,46,0.7631020408163265,50 jobs
524,19,0.5304,46,0.5304,10 jobs
525,101,0.44906666666666667,49,0.4493333333333333,500 jobs
526,57,0.5477333333333333,49,0.5477333333333333,50 jobs
527,61,0.5,45,0.5011428571428571,100 jobs
528,108,0.4898666666666667,51,0.4872,500 jobs
529,5,0.42229885057471267,42,0.3974712643678161,10 jobs
530,52,0.5906666666666667,48,0.5906666666666667,50 jobs
531,104,0.4202666666666667,48,0.4169333333333333,500 jobs
532,64,0.5772575757575757,44,0.5762575757575757,100 jobs
533,92,0.4199505016722408,48,0.419838127090301,250 jobs
534,25,0.49207843137254903,48,0.49207843137254903,25 jobs
535,13,0.6083254237288136,44,0.6083254237288136,10 jobs
536,29,0.6926545454545454,51,0.6926545454545454,25 jobs
537,79,0.6647330612244898,43,0.6649730612244898,100 jobs
538,97,0.39386666666666664,49,0.39413333333333334,250 jobs
539,20,0.45724933451641525,49,0.45724933451641525,10 jobs
540,16,0.7858823529411765,45,0.7858823529411765,10 jobs
541,119,0.6477333333333334,45,0.6477333333333334,500 jobs
542,79,0.6648930612244898,49,0.6647330612244898,100 jobs
543,37,0.91488,46,0.91488,25 jobs
544,92,0.41956923076923075,42,0.42306354515050165,250 jobs
545,80,0.4611576470588235,46,0.47244392156862747,100 jobs
546,25,0.49207843137254903,42,0.49207843137254903,25 jobs
547,75,0.47699607843137254,50,0.47699607843137254,100 jobs
548,32,0.5173333333333333,47,0.5173333333333333,25 jobs
549,97,0.3936,43,0.392,250 jobs
550,85,0.6248,47,0.6168,250 jobs
551,20,0.45724933451641525,43,0.45724933451641525,10 jobs
552,70,0.6443815384615385,51,0.6401538461538462,100 jobs
553,57,0.5477333333333333,43,0.544,50 jobs
554,101,0.4513333333333333,43,0.4493333333333333,500 jobs
555,113,0.4936,47,0.4944,500 jobs
556,45,0.7044332015810276,47,0.7061786561264822,50 jobs
557,104,0.41933333333333334,42,0.42,500 jobs
558,52,0.592,42,0.592,50 jobs
559,40,0.5653538461538462,46,0.5643815384615385,25 jobs
560,116,0.42906666666666665,46,0.42773333333333335,500 jobs
561,9,0.8280851063829787,51,0.8280851063829787,10 jobs
562,38,0.5853661538461539,45,0.5757538461538462,25 jobs
563,5,0.3974712643678161,48,0.3974712643678161,10 jobs
564,28,0.4790650980392157,49,0.47445333333333334,25 jobs
565,74,0.6590833333333334,42,0.6605,100 jobs
566,66,0.8006666666666666,46,0.8006666666666666,100 jobs
567,93,0.4381333333333333,50,0.4362666666666667,250 jobs
568,24,0.6143333333333333,50,0.6143333333333333,25 jobs
569,71,0.528,43,0.528,100 jobs
570,63,0.45144242424242426,47,0.4575959595959596,100 jobs
571,96,0.6416,51,0.6402666666666667,250 jobs
572,21,0.49142857142857144,51,0.49142857142857144,25 jobs
573,14,0.5788148148148148,47,0.5788148148148148,10 jobs
574,56,0.49333333333333335,51,0.49333333333333335,50 jobs
575,100,0.45893333333333336,51,0.4570666666666667,250 jobs
576,8,0.8694915254237288,43,0.8694915254237288,10 jobs
577,11,0.6293333333333333,46,0.6293333333333333,10 jobs
578,105,0.6587333333333333,50,0.6588,500 jobs
579,53,0.564,50,0.564,50 jobs
580,69,0.5494,45,0.5454861538461538,100 jobs
581,109,0.4372,49,0.44506666666666667,500 jobs
582,1,0.692,51,0.692,10 jobs
583,48,0.5451363265306123,46,0.5660604081632653,50 jobs
584,87,0.49493333333333334,45,0.4901333333333333,250 jobs
585,30,0.6079387234042554,45,0.6079387234042554,25 jobs
586,4,0.3933333333333333,50,0.3933333333333333,10 jobs
587,109,0.44226666666666664,43,0.44253333333333333,500 jobs
588,8,0.8694915254237288,49,0.8694915254237288,10 jobs
589,82,0.42373333333333335,44,0.4242666666666667,250 jobs
590,35,0.3212869147659064,44,0.3212869147659064,25 jobs
591,74,0.6631666666666667,48,0.6590833333333334,100 jobs
592,114,0.48490039215686276,44,0.4846870588235294,500 jobs
593,42,0.66,44,0.66,50 jobs
594,78,0.35933333333333334,51,0.3586666666666667,100 jobs
595,28,0.47445333333333334,43,0.47445333333333334,25 jobs
596,71,0.528,49,0.528,100 jobs
597,47,0.6421508704061896,45,0.6331295938104449,50 jobs
598,111,0.7180627450980392,45,0.7209333333333333,500 jobs
599,88,0.43711489361702127,46,0.44488201160541585,250 jobs
600,70,0.6454584615384615,43,0.6458492307692307,100 jobs
601,62,0.6414207547169811,47,0.6462169811320755,100 jobs
602,97,0.39226666666666665,51,0.3888,250 jobs
603,20,0.45724933451641525,51,0.45724933451641525,10 jobs
604,75,0.47699607843137254,42,0.47699607843137254,100 jobs
605,67,0.456,46,0.456,100 jobs
606,92,0.42217926421404683,50,0.419371237458194,250 jobs
607,25,0.49207843137254903,50,0.49207843137254903,25 jobs
608,29,0.6932363636363637,49,0.6926545454545454,25 jobs
609,68,0.7399435294117647,45,0.7426886274509804,100 jobs
610,108,0.49373333333333336,49,0.48586666666666667,500 jobs
611,9,0.8280851063829787,43,0.8280851063829787,10 jobs
612,10,0.6372,46,0.6372,10 jobs
613,104,0.42173333333333335,50,0.41813333333333336,500 jobs
614,52,0.5906666666666667,50,0.5906666666666667,50 jobs
615,15,0.5526666666666666,47,0.5526666666666666,10 jobs
616,57,0.5477333333333333,51,0.5453333333333333,50 jobs
617,101,0.448,51,0.45026666666666665,500 jobs
618,9,0.8280851063829787,49,0.8280851063829787,10 jobs
619,83,0.6821333333333334,44,0.6813333333333333,250 jobs
620,34,0.6996622222222222,44,0.6996622222222222,25 jobs
621,5,0.3974712643678161,50,0.3974712643678161,10 jobs
622,108,0.4862666666666667,43,0.48733333333333334,500 jobs
623,86,0.6333333333333333,45,0.6330666666666667,250 jobs
624,31,0.5189333333333334,45,0.5189333333333334,25 jobs
625,49,0.62512,46,0.62496,50 jobs
626,89,0.4672,46,0.4672,250 jobs
627,70,0.6469046153846154,49,0.6466092307692307,100 jobs
628,46,0.5901333333333333,45,0.5901333333333333,50 jobs
629,110,0.6540887547169811,45,0.6526535849056604,500 jobs
630,79,0.6654530612244898,51,0.6650644897959184,100 jobs
631,29,0.6926545454545454,43,0.6932363636363637,25 jobs
632,75,0.47699607843137254,48,0.47699607843137254,100 jobs
633,115,0.6154666666666667,44,0.6173333333333333,500 jobs
634,43,0.56,44,0.56,50 jobs
635,53,0.564,48,0.564,50 jobs
636,105,0.6581333333333333,48,0.6588,500 jobs
637,65,0.6217517006802721,44,0.6186666666666667,100 jobs
638,109,0.4434666666666667,51,0.44533333333333336,500 jobs
639,4,0.3933333333333333,42,0.3933333333333333,10 jobs
640,100,0.4608,49,0.4576,250 jobs
641,56,0.49333333333333335,49,0.49333333333333335,50 jobs
642,60,0.6506949494949495,45,0.6452282828282828,50 jobs
643,18,0.7363636363636363,46,0.7363636363636363,10 jobs
644,1,0.692,43,0.692,10 jobs
645,96,0.6424,49,0.6410666666666667,250 jobs
646,21,0.49142857142857144,49,0.49142857142857144,25 jobs
647,17,0.45175324675324674,45,0.4603030303030303,10 jobs
648,28,0.47445333333333334,51,0.47445333333333334,25 jobs
649,78,0.36,43,0.35933333333333334,100 jobs
650,93,0.4378666666666667,48,0.4381333333333333,250 jobs
651,24,0.6143333333333333,48,0.6143333333333333,25 jobs
652,12,0.576,44,0.576,10 jobs
653,33,0.4938867924528302,47,0.4938867924528302,25 jobs
654,96,0.6421333333333333,43,0.6418666666666667,250 jobs
655,84,0.7046547314578006,47,0.702772378516624,250 jobs
656,21,0.49142857142857144,43,0.49142857142857144,25 jobs
657,71,0.528,51,0.528,100 jobs
658,36,0.56,46,0.56,25 jobs
659,93,0.4352,42,0.4362666666666667,250 jobs
660,81,0.3874666666666667,46,0.3872,250 jobs
661,24,0.6143333333333333,42,0.6143333333333333,25 jobs
662,74,0.6609166666666667,50,0.6590833333333334,100 jobs
663,118,0.49333333333333335,45,0.49333333333333335,500 jobs
664,78,0.3606666666666667,49,0.35733333333333334,100 jobs
665,39,0.7305515151515152,45,0.7305515151515152,25 jobs
666,4,0.3933333333333333,48,0.3933333333333333,10 jobs
667,105,0.6606,42,0.6583333333333333,500 jobs
668,53,0.564,42,0.564,50 jobs
669,41,0.5148571428571429,46,0.5148571428571429,50 jobs
670,117,0.7129333333333333,46,0.7128,500 jobs
671,8,0.8694915254237288,51,0.8694915254237288,10 jobs
672,1,0.692,49,0.692,10 jobs
673,56,0.49333333333333335,43,0.49333333333333335,50 jobs
674,100,0.4634666666666667,43,0.45893333333333336,250 jobs
675,112,0.3344,47,0.32666666666666666,500 jobs
676,44,0.5450066666666666,47,0.5450066666666666,50 jobs
677,70,0.6467907692307693,44,0.6441538461538462,100 jobs
678,110,0.6543607547169812,48,0.6538209811320754,500 jobs
679,46,0.5901333333333333,48,0.5901333333333333,50 jobs
680,3,0.45,46,0.45,10 jobs
681,75,0.47699607843137254,45,0.47699607843137254,100 jobs
682,43,0.56,49,0.56,50 jobs
683,115,0.616,49,0.6157333333333334,500 jobs
684,6,0.6733333333333333,47,0.6733333333333333,10 jobs
685,119,0.646,50,0.6438666666666667,500 jobs
686,68,0.7409035294117647,42,0.7426886274509804,100 jobs
687,38,0.5823507692307692,50,0.5732923076923077,25 jobs
688,9,0.8280851063829787,44,0.8280851063829787,10 jobs
689,83,0.6829333333333333,49,0.6824,250 jobs
690,34,0.6996622222222222,49,0.6996622222222222,25 jobs
691,86,0.6314666666666666,48,0.6322666666666666,250 jobs
692,31,0.5189333333333334,48,0.5189333333333334,25 jobs
693,64,0.5759242424242424,51,0.5747575757575758,100 jobs
694,83,0.6816,43,0.6802666666666667,250 jobs
695,26,0.5946666666666667,47,0.5946666666666667,25 jobs
696,34,0.6932622222222222,43,0.6996622222222222,25 jobs
697,91,0.5037333333333334,47,0.5034666666666666,250 jobs
698,68,0.7399435294117647,48,0.7432486274509804,100 jobs
699,108,0.4888,44,0.4882666666666667,500 jobs
700,61,0.504,50,0.5017142857142857,100 jobs
701,86,0.6317333333333334,42,0.632,250 jobs
702,23,0.6390903010033445,46,0.6390903010033445,25 jobs
703,31,0.5189333333333334,42,0.5189333333333334,25 jobs
704,94,0.49707885714285716,46,0.49215085714285717,250 jobs
705,16,0.7858823529411765,50,0.7858823529411765,10 jobs
706,46,0.5901333333333333,42,0.5901333333333333,50 jobs
707,110,0.6539921509433962,42,0.6538061886792453,500 jobs
708,102,0.47324656084656086,46,0.47426878306878306,500 jobs
709,54,0.468,46,0.4666666666666667,50 jobs
710,29,0.6926545454545454,44,0.6926545454545454,25 jobs
711,13,0.6083254237288136,51,0.6083254237288136,10 jobs
712,115,0.6161333333333333,43,0.6161333333333333,500 jobs
713,43,0.56,43,0.56,50 jobs
714,51,0.6165714285714285,47,0.6165714285714285,50 jobs
715,107,0.750144,47,0.74888,500 jobs
716,82,0.42346666666666666,51,0.424,250 jobs
717,35,0.33246578631452584,51,0.3503193277310924,25 jobs
718,65,0.6157925170068027,43,0.622938775510204,100 jobs
719,77,0.47533333333333333,47,0.47733333333333333,100 jobs
720,39,0.7305515151515152,48,0.7305515151515152,25 jobs
721,4,0.3933333333333333,45,0.3933333333333333,10 jobs
722,87,0.492,50,0.5024,250 jobs
723,30,0.6079387234042554,50,0.6079387234042554,25 jobs
724,60,0.6536242424242424,42,0.6425535353535353,50 jobs
725,72,0.5086666666666667,46,0.5086666666666667,100 jobs
726,1,0.692,44,0.692,10 jobs
727,47,0.6331295938104449,50,0.6421508704061896,50 jobs
728,111,0.7180392156862745,50,0.7184627450980392,500 jobs
729,17,0.45175324675324674,42,0.45175324675324674,10 jobs
730,118,0.492,48,0.49346666666666666,500 jobs
731,78,0.3606666666666667,44,0.3586666666666667,100 jobs
732,114,0.4878164705882353,51,0.48782588235294116,500 jobs
733,42,0.66,51,0.66,50 jobs
734,12,0.576,43,0.576,10 jobs
735,96,0.64,44,0.6413333333333333,250 jobs
736,21,0.49142857142857144,44,0.49142857142857144,25 jobs
737,17,0.45175324675324674,48,0.45175324675324674,10 jobs
738,59,0.5721666666666667,47,0.5751666666666667,50 jobs
739,93,0.43706666666666666,45,0.436,250 jobs
740,24,0.6143333333333333,45,0.6143333333333333,25 jobs
741,12,0.576,49,0.576,10 jobs
742,118,0.49333333333333335,42,0.4956,500 jobs
743,39,0.7305515151515152,42,0.7305515151515152,25 jobs
744,69,0.5396584615384615,50,0.5558369230769231,100 jobs
745,105,0.6592666666666667,45,0.6582,500 jobs
746,53,0.564,45,0.564,50 jobs
747,65,0.6246360544217687,49,0.6265544217687075,100 jobs
748,99,0.659552,47,0.656512,250 jobs
749,56,0.49333333333333335,44,0.49333333333333335,50 jobs
750,100,0.45786666666666664,44,0.45893333333333336,250 jobs
751,60,0.6482262626262626,48,0.6527717171717172,50 jobs
752,62,0.6402849056603773,49,0.6476679245283019,100 jobs
753,54,0.4666666666666667,45,0.4666666666666667,50 jobs
754,102,0.4737798941798942,45,0.4733904761904762,500 jobs
755,89,0.4672,42,0.4672,250 jobs
756,67,0.464,48,0.462,100 jobs
757,107,0.749072,44,0.751184,500 jobs
758,51,0.6165714285714285,44,0.6165714285714285,50 jobs
759,29,0.6932363636363637,47,0.6932363636363637,25 jobs
760,108,0.48946666666666666,47,0.48733333333333334,500 jobs
761,10,0.6372,48,0.6372,10 jobs
762,26,0.5946666666666667,44,0.5946666666666667,25 jobs
763,91,0.5026666666666667,44,0.5021333333333333,250 jobs
764,19,0.5304,50,0.5304,10 jobs
765,49,0.62512,42,0.62496,50 jobs
766,15,0.5526666666666666,49,0.5526666666666666,10 jobs
767,23,0.6390903010033445,45,0.6390903010033445,25 jobs
768,94,0.49456,45,0.491392,250 jobs
769,10,0.6372,42,0.6372,10 jobs
770,9,0.8280851063829787,47,0.8280851063829787,10 jobs
771,116,0.42906666666666665,50,0.42586666666666667,500 jobs
772,40,0.5643815384615385,50,0.5653538461538462,25 jobs
773,15,0.5526666666666666,43,0.5526666666666666,10 jobs
774,45,0.7141249011857708,51,0.7008885375494072,50 jobs
775,113,0.49333333333333335,51,0.4956,500 jobs
776,49,0.62384,48,0.62496,50 jobs
777,3,0.45,45,0.45,10 jobs
778,89,0.4672,48,0.4672,250 jobs
779,70,0.6533107692307693,47,0.6442892307692307,100 jobs
780,62,0.6430981132075472,43,0.6464943396226415,100 jobs
781,32,0.5173333333333333,51,0.5173333333333333,25 jobs
782,85,0.6234666666666666,51,0.6165333333333334,250 jobs
783,6,0.6733333333333333,44,0.6733333333333333,10 jobs
784,75,0.47699607843137254,46,0.47699607843137254,100 jobs
785,67,0.4573333333333333,42,0.456,100 jobs
786,37,0.91488,50,0.91488,25 jobs
787,80,0.47077960784313727,50,0.47038901960784313,100 jobs
788,53,0.564,46,0.564,50 jobs
789,105,0.6588,46,0.6589333333333334,500 jobs
790,117,0.714,42,0.7129333333333333,500 jobs
791,41,0.5148571428571429,42,0.5148571428571429,50 jobs
792,11,0.6293333333333333,50,0.6293333333333333,10 jobs
793,100,0.4584,47,0.45866666666666667,250 jobs
794,56,0.49333333333333335,47,0.49466666666666664,50 jobs
795,44,0.5450066666666666,43,0.5450066666666666,50 jobs
796,112,0.3328,43,0.3237333333333333,500 jobs
797,14,0.5788148148148148,51,0.5788148148148148,10 jobs
798,99,0.65568,44,0.655424,250 jobs
799,18,0.7363636363636363,48,0.7363636363636363,10 jobs
800,59,0.5713333333333334,44,0.5693333333333334,50 jobs
801,96,0.6424,47,0.6408,250 jobs
802,33,0.4938867924528302,43,0.4938867924528302,25 jobs
803,21,0.49142857142857144,47,0.49142857142857144,25 jobs
804,84,0.7028644501278772,43,0.7034291560102301,250 jobs
805,63,0.4399232323232323,51,0.44842828282828284,100 jobs
806,93,0.4376,46,0.4336,250 jobs
807,36,0.56,42,0.56,25 jobs
808,24,0.6143333333333333,46,0.6143333333333333,25 jobs
809,81,0.38613333333333333,42,0.3848,250 jobs
810,66,0.8006666666666666,50,0.8006666666666666,100 jobs
811,33,0.4851320754716981,49,0.4938867924528302,25 jobs
812,84,0.701430179028133,49,0.7023959079283888,250 jobs
813,88,0.44144912959381044,50,0.44469400386847197,250 jobs
814,36,0.56,48,0.56,25 jobs
815,81,0.38453333333333334,48,0.38666666666666666,250 jobs
816,78,0.3586666666666667,47,0.3586666666666667,100 jobs
817,4,0.3933333333333333,46,0.3933333333333333,10 jobs
818,41,0.5148571428571429,48,0.5148571428571429,50 jobs
819,117,0.7133333333333334,48,0.7137333333333333,500 jobs
820,77,0.4746666666666667,44,0.47733333333333333,100 jobs
821,48,0.5493583673469388,50,0.5535379591836734,50 jobs
822,1,0.692,47,0.692,10 jobs
823,18,0.7363636363636363,42,0.7363636363636363,10 jobs
824,112,0.3314666666666667,49,0.3272,500 jobs
825,44,0.5450066666666666,49,0.5450066666666666,50 jobs
826,72,0.5086666666666667,45,0.5086666666666667,100 jobs
827,110,0.6537077735849056,46,0.653145358490566,500 jobs
828,46,0.5901333333333333,46,0.5901333333333333,50 jobs
829,54,0.4666666666666667,42,0.4666666666666667,50 jobs
830,102,0.47254814814814816,42,0.4738835978835979,500 jobs
831,3,0.45,48,0.45,10 jobs
832,89,0.4672,45,0.4672,250 jobs
833,43,0.56,47,0.56,50 jobs
834,115,0.6154666666666667,47,0.6165333333333334,500 jobs
835,107,0.7508,43,0.750144,500 jobs
836,51,0.6165714285714285,43,0.6165714285714285,50 jobs
837,6,0.6733333333333333,49,0.6733333333333333,10 jobs
838,76,0.6666666666666666,51,0.6666666666666666,100 jobs
839,120,0.5019570196078431,51,0.503380705882353,500 jobs
840,26,0.5946666666666667,43,0.5946666666666667,25 jobs
841,83,0.6786666666666666,47,0.6808,250 jobs
842,91,0.5024,43,0.5026666666666667,250 jobs
843,34,0.6996622222222222,47,0.6996622222222222,25 jobs
844,49,0.62512,45,0.62384,50 jobs
845,73,0.5733333333333334,50,0.5713333333333334,100 jobs
846,23,0.6527224080267559,42,0.6390903010033445,25 jobs
847,86,0.6317333333333334,46,0.6314666666666666,250 jobs
848,94,0.4929462857142857,42,0.491776,250 jobs
849,31,0.5189333333333334,46,0.5189333333333334,25 jobs
850,10,0.6372,45,0.6372,10 jobs
851,26,0.5946666666666667,49,0.5946666666666667,25 jobs
852,91,0.5021333333333333,49,0.5032,250 jobs
853,68,0.7436298039215686,46,0.7430886274509804,100 jobs
854,15,0.5526666666666666,44,0.5526666666666666,10 jobs
855,23,0.6390903010033445,48,0.6390903010033445,25 jobs
856,94,0.4918354285714286,48,0.49188571428571426,250 jobs
857,98,0.5110916923076924,51,0.5024344615384615,250 jobs
858,3,0.45,42,0.45,10 jobs
859,58,0.670749090909091,51,0.670749090909091,50 jobs
860,62,0.6481962264150943,44,0.6396849056603774,100 jobs
861,102,0.47253333333333336,48,0.47271322751322753,500 jobs
862,54,0.4666666666666667,48,0.4666666666666667,50 jobs
863,6,0.6733333333333333,43,0.6733333333333333,10 jobs
864,67,0.456,45,0.458,100 jobs
865,51,0.6165714285714285,49,0.6165714285714285,50 jobs
866,107,0.750736,49,0.751664,500 jobs
867,117,0.7141333333333333,45,0.7153333333333334,500 jobs
868,41,0.5148571428571429,45,0.5148571428571429,50 jobs
869,77,0.47733333333333333,49,0.4746666666666667,100 jobs
870,39,0.7305515151515152,46,0.7305515151515152,25 jobs
871,44,0.5450066666666666,44,0.5450066666666666,50 jobs
872,112,0.3328,44,0.3316,500 jobs
873,72,0.5086666666666667,48,0.5086666666666667,100 jobs
874,99,0.65616,43,0.656,250 jobs
875,59,0.5806666666666667,43,0.5771666666666667,50 jobs
876,2,0.7016666666666667,50,0.7016666666666667,10 jobs
877,33,0.4938867924528302,44,0.4938867924528302,25 jobs
878,84,0.7031556692242115,44,0.7044487638533674,250 jobs
879,118,0.49373333333333336,46,0.492,500 jobs
880,7,0.8538092147955872,51,0.8538092147955872,10 jobs
881,36,0.56,45,0.56,25 jobs
882,81,0.3896,45,0.3888,250 jobs
883,55,0.7631020408163265,50,0.7666938775510204,50 jobs
884,103,0.6141938823529411,50,0.6054221176470588,500 jobs
885,17,0.45175324675324674,46,0.45175324675324674,10 jobs
886,59,0.572,49,0.5751666666666667,50 jobs
887,106,0.5624,51,0.5616,500 jobs
888,50,0.5553333333333333,51,0.5505,50 jobs
889,12,0.576,47,0.576,10 jobs
890,27,0.7880784313725491,51,0.7880784313725491,25 jobs
891,90,0.5636047058823529,51,0.5677716078431373,250 jobs
892,65,0.620061224489796,47,0.6244149659863946,100 jobs
893,77,0.47733333333333333,43,0.4746666666666667,100 jobs
894,99,0.655904,49,0.65664,250 jobs
895,18,0.7363636363636363,45,0.7363636363636363,10 jobs
896,22,0.48533333333333334,50,0.48533333333333334,25 jobs
897,95,0.6856460017969452,50,0.6859299191374663,250 jobs
898,60,0.647979797979798,46,0.6490464646464646,50 jobs
899,72,0.5086666666666667,42,0.5086666666666667,100 jobs
900,50,0.5575,50,0.5555,50 jobs
901,106,0.5613333333333334,50,0.5613333333333334,500 jobs
902,12,0.576,46,0.576,10 jobs
903,103,0.6173430588235295,51,0.6054409411764706,500 jobs
904,55,0.7631020408163265,51,0.7631020408163265,50 jobs
905,17,0.45175324675324674,47,0.45175324675324674,10 jobs
906,59,0.5723333333333334,48,0.572,50 jobs
907,99,0.656736,48,0.656064,250 jobs
908,18,0.7363636363636363,44,0.7363636363636363,10 jobs
909,95,0.6876204851752021,51,0.6859299191374663,250 jobs
910,22,0.48533333333333334,51,0.48533333333333334,25 jobs
911,72,0.5086666666666667,43,0.5086666666666667,100 jobs
912,60,0.6449252525252526,47,0.6587151515151515,50 jobs
913,90,0.5604975686274509,50,0.5680282352941176,250 jobs
914,27,0.7880784313725491,50,0.7880784313725491,25 jobs
915,77,0.4746666666666667,42,0.4746666666666667,100 jobs
916,65,0.6308197278911565,46,0.6255306122448979,100 jobs
917,112,0.3304,45,0.3297333333333333,500 jobs
918,44,0.5450066666666666,45,0.5450066666666666,50 jobs
919,72,0.5086666666666667,49,0.5086666666666667,100 jobs
920,99,0.6568,42,0.656416,250 jobs
921,41,0.5148571428571429,44,0.5148571428571429,50 jobs
922,117,0.7144,44,0.7152,500 jobs
923,77,0.478,48,0.47733333333333333,100 jobs
924,39,0.7305515151515152,47,0.7305515151515152,25 jobs
925,118,0.4936,47,0.4932,500 jobs
926,7,0.8538092147955872,50,0.8538092147955872,10 jobs
927,81,0.3848,44,0.38613333333333333,250 jobs
928,36,0.56,44,0.56,25 jobs
929,59,0.5713333333333334,42,0.5721666666666667,50 jobs
930,2,0.7016666666666667,51,0.7016666666666667,10 jobs
931,84,0.7046547314578006,45,0.7048497868712702,250 jobs
932,33,0.4938867924528302,45,0.4938867924528302,25 jobs
933,15,0.5526666666666666,45,0.5526666666666666,10 jobs
934,94,0.4930742857142857,49,0.500256,250 jobs
935,23,0.6521070234113713,49,0.6390903010033445,25 jobs
936,98,0.5056689230769231,50,0.5056073846153846,250 jobs
937,10,0.6372,44,0.6372,10 jobs
938,91,0.504,48,0.5037333333333334,250 jobs
939,26,0.5946666666666667,48,0.5946666666666667,25 jobs
940,68,0.7430070588235295,47,0.7426886274509804,100 jobs
941,6,0.6733333333333333,42,0.6733333333333333,10 jobs
942,67,0.4573333333333333,44,0.46266666666666667,100 jobs
943,107,0.750576,48,0.75016,500 jobs
944,51,0.6165714285714285,48,0.6165714285714285,50 jobs
945,3,0.45,43,0.45,10 jobs
946,58,0.670749090909091,50,0.670749090909091,50 jobs
947,62,0.6448584905660377,45,0.6481207547169812,100 jobs
948,54,0.4666666666666667,49,0.4666666666666667,50 jobs
949,102,0.47373544973544973,49,0.47225185185185187,500 jobs
950,51,0.6165714285714285,42,0.6165714285714285,50 jobs
951,107,0.751024,42,0.752048,500 jobs
952,115,0.6153333333333333,46,0.6154666666666667,500 jobs
953,43,0.56,46,0.56,50 jobs
954,6,0.6733333333333333,48,0.6733333333333333,10 jobs
955,102,0.4731873015873016,43,0.47382433862433865,500 jobs
956,54,0.4666666666666667,43,0.4666666666666667,50 jobs
957,46,0.5901333333333333,47,0.5901333333333333,50 jobs
958,110,0.6545156226415094,47,0.6539607547169811,500 jobs
959,3,0.45,49,0.45,10 jobs
960,89,0.4672,44,0.4672,250 jobs
961,49,0.62496,44,0.62496,50 jobs
962,73,0.5706666666666667,51,0.5713333333333334,100 jobs
963,31,0.5189333333333334,47,0.5189333333333334,25 jobs
964,94,0.49616457142857145,43,0.4914651428571429,250 jobs
965,86,0.6330666666666667,47,0.6317333333333334,250 jobs
966,23,0.6409364548494983,43,0.6409364548494983,25 jobs
967,120,0.5043218823529412,50,0.501811137254902,500 jobs
968,76,0.6666666666666666,50,0.6666666666666666,100 jobs
969,34,0.6996622222222222,46,0.6996622222222222,25 jobs
970,91,0.5026666666666667,42,0.5013333333333333,250 jobs
971,83,0.684,46,0.6818666666666666,250 jobs
972,26,0.5946666666666667,42,0.5946666666666667,25 jobs
973,81,0.38986666666666664,49,0.3856,250 jobs
974,36,0.56,49,0.56,25 jobs
975,78,0.362,46,0.358,100 jobs
976,84,0.702723273657289,48,0.704058653026428,250 jobs
977,33,0.4938867924528302,48,0.4938867924528302,25 jobs
978,88,0.43768510638297875,51,0.4422011605415861,250 jobs
979,48,0.5577861224489796,51,0.5469485714285715,50 jobs
980,18,0.7363636363636363,43,0.7363636363636363,10 jobs
981,1,0.692,46,0.692,10 jobs
982,44,0.5450066666666666,48,0.5450066666666666,50 jobs
983,112,0.33293333333333336,48,0.3221333333333333,500 jobs
984,72,0.5086666666666667,44,0.5086666666666667,100 jobs
985,4,0.3933333333333333,47,0.3933333333333333,10 jobs
986,117,0.7144,49,0.7157333333333333,500 jobs
987,41,0.5148571428571429,49,0.5148571428571429,50 jobs
988,77,0.48,45,0.47733333333333333,100 jobs
989,112,0.33666666666666667,42,0.3276,500 jobs
990,44,0.5450066666666666,42,0.5450066666666666,50 jobs
991,56,0.49333333333333335,46,0.496,50 jobs
992,100,0.4584,46,0.4613333333333333,250 jobs
