,instance,time_seconds_mean,total_cost_mean,time_seconds_min,total_cost_min
95,96,60.50118,0.5946095570676931,47.0467,0.585486004104425
96,97,48.777339999999995,0.23143550564421927,33.9691,0.22362458160498092
97,98,53.388850000000005,0.23517790853975867,33.1143,0.22938928628449254
98,99,56.939020000000006,0.620859985076548,48.8286,0.6161057808891368
99,100,47.45829,0.2503584745746797,33.5008,0.24640504636481148
100,101,112.63865000000001,0.19737238550874758,79.8587,0.19442149347344498
101,102,113.54845,0.15654053496303363,84.1725,0.15456544798972727
102,103,164.6954,0.5776922349194831,124.283,0.5729575085571935
103,104,115.11851999999999,0.22646689792004052,85.0877,0.2246691270442528
104,105,176.0798,0.5628329280106981,135.635,0.5602013494927315
105,106,113.39567,0.3749069775384025,94.642,0.37361355448065325
106,107,188.8247,0.6147902783488333,154.534,0.6078501772823184
107,108,138.5864,0.4239084305050861,101.059,0.4193998301633463
108,109,109.60598999999999,0.18049050737770927,86.4192,0.17634918505590513
109,110,158.5022,0.571474171820327,131.988,0.5690310636291962
110,111,155.217,0.5434375730769523,113.274,0.5405735546937189
111,112,88.63865,0.0658758672625845,62.9145,0.06479442260111345
112,113,88.7181,0.2255873619160736,68.8203,0.22202356852332497
113,114,120.7979,0.6038872045474007,102.899,0.6002901360079421
114,115,146.15339999999998,0.5580664118097446,123.755,0.5558199841433431
115,116,79.11499,0.12280727309569586,66.0983,0.1201356232766054
116,117,156.8174,0.6035158127025275,124.095,0.5999091871581778
117,118,101.07196,0.2697504802735519,82.8597,0.2656999384359771
118,119,128.0487,0.615139093633253,102.039,0.6127848006975725
119,120,100.19473,0.22970508670544257,77.4206,0.2286379772976677
