,instance,time_seconds_mean,total_cost_mean,time_seconds_min,total_cost_min
69,70,27.92079,0.6440673846153846,20.3468,0.6401538461538462
70,71,21.753239999999998,0.528,15.5344,0.528
71,72,21.15849,0.5086666666666667,14.491,0.5086666666666667
72,73,24.030530000000002,0.5731333333333334,17.4233,0.57
73,74,23.132849999999998,0.660225,19.6637,0.6590833333333334
74,75,18.6255,0.47699607843137254,13.4184,0.47699607843137254
75,76,22.86678,0.6666666666666666,16.4027,0.6666666666666666
76,77,19.82854,0.4762666666666667,13.4522,0.4746666666666667
77,78,20.12489,0.3581333333333333,14.1707,0.35533333333333333
78,79,21.49093,0.6648622040816327,15.0535,0.6646530612244897
79,80,19.55491,0.4721129411764706,13.0551,0.46445333333333333
80,81,54.802530000000004,0.3854666666666667,45.5629,0.38
81,82,53.24208,0.42397333333333337,41.7023,0.4232
82,83,71.27743000000001,0.6825066666666666,61.7315,0.6802666666666667
83,84,77.44543,0.703804126172208,60.7569,0.7021763000852514
84,85,78.5101,0.6201866666666667,59.058,0.6165333333333334
85,86,61.449929999999995,0.6320266666666667,51.4169,0.6314666666666666
86,87,50.45196,0.49496,40.2767,0.4901333333333333
87,88,47.29208,0.4465312959381045,36.7626,0.4405926499032882
88,89,62.18314,0.46719999999999995,45.7186,0.4672
89,90,46.34144,0.5671837490196079,39.478,0.5636668235294118
90,91,49.82885,0.5025333333333333,38.2825,0.5013333333333333
91,92,39.86265,0.42179076923076925,32.7745,0.41917591973244145
92,93,51.03656,0.4365866666666666,40.4734,0.4336
93,94,66.49241,0.492304,49.126,0.4878308571428571
94,95,72.6387,0.6875564420485175,56.087,0.6859299191374663
95,96,60.23595,0.6409866666666667,47.5981,0.6402666666666667
96,97,47.44358,0.392,40.6165,0.3888
97,98,36.74067,0.5089377230769231,33.2063,0.5024344615384615
98,99,58.35164999999999,0.6557632,46.41,0.653888
99,100,50.15101,0.4577866666666667,38.758,0.4544
100,101,117.52598,0.44822666666666666,96.8258,0.4464
101,102,112.67186999999998,0.47357608465608464,88.7442,0.47225185185185187
102,103,147.6866,0.6100037647058824,121.477,0.6054221176470588
103,104,128.36573,0.41866666666666663,98.2663,0.4162666666666667
104,105,148.4838,0.6593066666666667,122.763,0.6576666666666666
105,106,110.8273,0.5610133333333334,102.11,0.5601333333333334
106,107,138.17950000000002,0.751,116.906,0.74888
107,108,108.79840999999999,0.48705333333333334,95.4846,0.48533333333333334
108,109,99.74843999999999,0.4432666666666667,92.3697,0.44026666666666664
109,110,137.9314,0.6531929358490566,109.082,0.6522979622641509
110,111,137.0895,0.7185686274509804,112.46,0.7158823529411765
111,112,101.91684000000001,0.32755999999999996,82.3931,0.3221333333333333
112,113,92.19798,0.495,77.7556,0.4941333333333333
113,114,110.37533,0.48331843137254904,91.6682,0.4796235294117647
114,115,147.61880000000002,0.6160266666666667,125.153,0.6145333333333334
115,116,88.59407,0.42724,76.5406,0.42546666666666666
116,117,120.96020000000001,0.71392,104.905,0.7112
117,118,97.47118,0.49350666666666665,80.4216,0.492
118,119,118.8923,0.64564,100.382,0.6421333333333333
119,120,98.43355,0.5023415529411766,77.3504,0.5012260392156863
